"","Denominación_social","Domicilio_social","Latitud","Longitud","Fecha_constitución","CNAE","Objeto_social","Tamaño_empresa_por_facturación","Índice_crec_interanual_ventas","Tamaño_empresa_por_empleados","Empleo_fijo","Empleo_temporal","Teléfono","Estado","URL","Metatag_descripción","RRSS","Cotización_en_bolsa","Actividad_internacional","Capital_social","Empleados","Empleados_año","Resultado","Municipio"
"3983","Bodega Y Viñedos Milenico Sl.","AVENIDA DE LA PAZ, 6 - BIS",41.641613,-3.98938,"14/07/2005","1102 - Elaboración de vinos","PRODUCCION, ADQUISICION, SUMINISTRO, TRANSPORTE Y COMERCIALIZACION DE PRODUCTOS AGROALIMENTARIOS. EXPLOTACION Y VENTA DE DERECHOS DE PROPIEDAD INDUSTRIAL. ADQUISICION Y ADMINISTRACION DE BIENES INMUEBLES O MUEBLES, CON E","Menor de 300 mil €","2016: 
2017: -13,32 %
2018: 68,22 %","Menos de 5","2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %","2014: 0 %
2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %","-","Activa","http://www.arcanowines.es","- -","","NO","No constan","153.605 €","1 (año 2018)","2018","Negativo Consultar","San Martín de Rubiales"
"3995","Bodegas Muntra Sl","CARRETERA CASTILLEJO DE ROBLEDO, S/N",41.586937,-3.545556,"25/09/2006","1102 - Elaboración de vinos","PRODUCCION Y EXPLOTACION DE PRODUCTOS DERIVADOS DE LA UVA, LA CREACION Y EXPLOTACION DE BODEGAS, PRODUCCION, COMPRA Y VENTA DE VINOS. LA TENENCIA POR CUALQUIER TITULO, DE PATENTES Y MARCAS COMERCIALES PARA SU EXPLOTACION","Menor de 300 mil €","2012: 
2013: -49,59 %
2014: -34,07 %","-","Administrador Concursal:  EDUARDO S...
 SANTIAGO ADOLFO M...:  EDUARDO S...","Administrador Concursal: Presidente
 SANTIAGO ADOLFO M...: Presidente","-","Activa","http://www.bodegasmuntra.com","- -","","NO","No constan","2.011.390 €","-","-","Negativo Consultar","Santa Cruz de la Salceda"
"4018","Bodegas S Arroyo Sl","AVENIDA CID, 99",41.777318,-3.831936,"08/03/1995","1102 - Elaboración de vinos","Elaboración,crianza y comercialización de vinos.","Entre 1,5 y 3 millones €","2017: 
2018: -3,36 %
2019: 5,32 %","Entre 5 y 25","2015: 61,53 %
2016: 90,00 %
2017: 100,00 %
2018: 90,00 %
2019: 80,00 %","2015: 38,46 %
2016: 10,00 %
2017: 0 %
2018: 10,00 %
2019: 20,00 %","947532444","Activa","http://www.tintoarroyo.com","- -","https://www.facebook.com/Tinto-Arroyo-Ribera-del-Duero-160763027597547/?fref=ts","NO","Importa y Exporta","1.031.333,15 €","10 (año 2020)","2020","Positivo Consultar","Sotillo de la Ribera"
"4019","Bodegas Felix Callejo Sa","AVENIDA ARANDA, 4",41.77633612,-3.82535016,"27/05/1988","1102 - Elaboración de vinos","Explotación de bodega de vinos blancos, tintos y rosados con denominación de origen Ribera del Duero.","Entre 0,6 y 1,5 millones €","2016: 
2017: -10,11 %
2018: -8,77 %
2019:  %","Menos de 5","2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %","2014: 0 %
2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %","947532312","Activa","http://www.bodegasfelixcallejo.com"," -","","NO","Exporta","156.263,15 €","4 (año 2020)","2020","Positivo Consultar","Sotillo de la Ribera"
"4020","Bodegas Ismael Arroyo Sl","CALLE LAGARES, 71",41.777955,-3.823891,"17/12/1992","1102 - Elaboración de vinos","A) LA ELABORACION, CRIANZA, EMBOTELLADO Y COMERCIALIZACION DE VINOS CON DENOMINACION DE ORIGEN. B) LA EXPLOTACION DE BARES, CAFETERIAS, RESTAURANTES, DISCOTECAS, HOTELES, APARTAMENTOS Y CUALESQUIERA OTROS NEGOCIOS DE HOS","Entre 0,6 y 1,5 millones €","2017: 
2018: -36,91 %
2019: 37,21 %","Entre 5 y 25","2015: 100,00 %
2016: 83,33 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 0 %
2016: 16,66 %
2017: 0 %
2018: 0 %
2019: 0 %","947532309","Activa","http://www.valsotillo.com","Bodegas Ismael Arroyo, Ribera del Duero. Valsotillo y Mesoneros de Castilla, vinos tintos elaborados con uva tempranillo en Sotillo de la Ribera. Bodega subterránea -","https://www.facebook.com/valsotillobodegasismaelarroyo/, https://www.facebook.com/valsotillobodegasismaelarroyo/, https://twitter.com/valsotillo, https://twitter.com/valsotillo, https://www.instagram.com/valsotillo/, https://www.instagram.com/valsotillo/","NO","Exporta","90.151,82 €","6 (año 2019)","2019","Positivo Consultar","Sotillo de la Ribera"
"4022","M. Chapoutier España Sl.","CALLE CAMINO REAL, 28",41.780279,-3.823897,"01/05/2016","1102 - Elaboración de vinos","Cultivo de plantas para bebidas. El uso de tierras y zonas vitícolas y agrícolas. La vinificación de vino. La intermediación de los productoss vitivinícolas y agrícola. La explotación de un negocio de venta y compra al por mayor, semi-al por mayor y al por menor de vinos finos","Entre 300 y 600 mil €","2017: 
2018: 23,03 %
2019: 6,81 %","Menos de 5","2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %","-","Activa","-","-","-","NO","No constan","3.100 €","3 (año 2019)","2019","Negativo Consultar","Sotillo de la Ribera"
"4023","Bodegas Valdaya Sl","CARRETERA BU-130 BURGOS, S/N",0,0,"07/11/2005","1102 - Elaboración de vinos","LA EXPLOTACION DE BODEGAS DESTINADAS A LA ELABORACION DE VINO, Y SU POSTERIOR COMERCIALIZACION; TRANSPORTE, DISTRIBUCION Y VENTA","Menor de 300 mil €","2017: 
2018: 34,11 %
2019: 2,17 %","Menos de 5","2017: 100,00 %
2018: 100,00 %","2017: 0 %
2018: 0 %","947532450","Activa","http://www.valdaya.com","- -","","NO","No constan","981.000 €","1 (año 2018)","2018","Negativo Consultar","Sotillo de la Ribera"
"4041","Sanz Fernandez Andrea Marola","-",NA,NA,"-","1102 - Elaboración de vinos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Sotillo de la Ribera"
"4058","Bodegas Abadia La Arroyada Sl","CALLE LA TEJERA",0,0,"20/12/2002","1102 - Elaboración de vinos","LOS TRABAJOS DE LA AGRICULTURA, EN TODOS SUS TERMINOS. ELABORACION Y COMERCIALIZACION DE VINOS Y PRODUCTOS AGRARIOS. TRABAJOS AGRARIOS A TERCEROS. ARRENDAMIENTO DE INSTALACIONES.","Menor de 300 mil €","2017: 
2018: 18,04 %
2019: 15,05 %","Menos de 5","2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %","947545309","Activa","http://www.abadialaarroyada.es"," ","","NO","No constan","3.006 €","1 (año 2019)","2019","Positivo Consultar","Terradillos de Esgueva"
"4074","Bodegas Briones Baniandres Sl","CALLE BODEGUILLA, 1 - BJ",41.82846202,-3.90814956,"15/01/2001","1102 - Elaboración de vinos","ELABORACION Y CRIANZA DE VINOS, ASI COMO SU COMERCIALIZACION Y DISTRIBUCION. EXPLOTACION AGRICOLA DE VINEDOS. COMPRAVENTA Y ALQUILER DE TODA CLASE DE BIENES INMUEBLES.","Menor de 300 mil €","2016: 
2017: 17,7 %
2018: -27,2 %","Menos de 5","2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %","2014: 0 %
2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %","947561385","Activa","http://www.apricus.es","- -","","NO","No constan","88.795 €","1 (año 2018)","2018","Negativo Consultar","Torresandino"
"4081","Bodegas Y Vinedos Sanz Moneo Sl.","CALLE SAN SEBASTIAN, 5 - BJ",41.8328587,-3.91243798,"25/02/2004","1102 - Elaboración de vinos","LA COMPRAVENTA, ELABORACION, ENVEJECIMIENTO, ENVASADO Y DISTRIBUCION DE VINOS Y BEBIDAS EN GENERAL","Menor de 300 mil €","2015: 
2016: -20,1 %
2017: -19,35 %","-","Administrador Único:  PABLO S...","-","-","Activa","-","-","-","NO","No constan","3.006 €","-","-","Negativo Consultar","Torresandino"
"4111","Pagos De Vallejo Sl.","PLAZA MAYOR, 4",41.81637,-4.021545,"21/05/2013","1102 - Elaboración de vinos","Elaboración, crianza de vinos y otros productos de vinificación. Comercialización materias primas agrarias, productos alimenticios y bebida. Prestación servicios enológicos, investigaciones y asesoramiento a la agricultura. Tenencia y explotación de inmuebles. Actividades de hostelería y restauración","Menor de 300 mil €","2016: 
2017: 95,25 %
2018: -21,73 %","-","Administrador Único:  JAVIER V...","-","-","Activa","-","-","-","NO","No constan","30.000 €","-","-","Positivo Consultar","Tortoles de Esgueva"
"4145","Bodegas Marta & Mate Sl.","CAMINO CALERUEGA, S/N",0,0,"14/08/2012","1102 - Elaboración de vinos","Compra de uva, elaboración de vino, crianza, embotellado y almacenaje del mismo, así como su comercialización. Actividad agraria, producción de uva yprestación de servicios agrarios a terceros. Elaboración de productos alimenticios. Actividades inmobiliarias de terrenos e instalaciones agrarias","Menor de 300 mil €","2017: 
2018: 44,27 %
2019: -42,05 %","Menos de 5","2015: 100,00 %
2016: 66,66 %
2017: 75,00 %
2018: 75,00 %
2019: 75,00 %","2015: 0 %
2016: 33,33 %
2017: 25,00 %
2018: 25,00 %
2019: 25,00 %","947510119","Activa","-","-","-","NO","No constan","147.000 €","4 (año 2019)","2019","Positivo Consultar","Tubilla del Lago"
"4147","Bodegas Valdebilla Sl","CAMINO VALDEANDE",41.801551,-3.586114,"20/02/2002","1102 - Elaboración de vinos","ELABORACION, CRIANZA, VENTA Y DISTRIBUCION DE VINOS Y PRODUCTOS AGRICOLAS.","Menor de 300 mil €","2009: 
2010: -12,39 %
2011: -54,71 %","Menos de 5","2007: 100,00 %
2008: 100,00 %
2009: 100,00 %
2010: 100,00 %
2011: 100,00 %","2007: 0 %
2008: 0 %
2009: 0 %
2010: 0 %
2011: 0 %","-","Activa","-","-","-","NO","No constan","46.500 €","1 (año 2011)","2011","Negativo Consultar","Tubilla del Lago"
"4153","My Wine Sl.","CAMINO CALERUEGA, S/N",0,0,"21/09/2017","1102 - Elaboración de vinos","Comercialización de vino y alcoholes de toda clase. Servicios y/o formación relacionados con la plantación y cultivo de la vid. Elaboración de vinos","-","Administrador Único:  MANUEL D...","-","-","-","-","Activa","-","-","-","NO","No constan","3.000 €","-","-","Negativo Consultar","Tubilla del Lago"
"4167","Bodegas Valhondo Sa","CARRETERA NACIONAL 122 (KM 259)",0,0,"02/05/1997","1102 - Elaboración de vinos","FABRICACION, COMPRA, VENTA. ALMACENAMIENTO, TRANSPORTE, DISTRIBUCION, IMPORTACION Y EXPORTACION PRODUCTOS COMESTIBLES Y AL SERVICIO O DEL RAMO DE LA ALIMENTACION. EXPLOTACIONES HOSTELERAS. FABRICACION, DISTRIBUCION, ALMA","Menor de 300 mil €","2010: 
2011: -32,17 %
2012: -29,5 %","Menos de 5","2008: 100,00 %
2009: 100,00 %
2010: 100,00 %
2011: 100,00 %
2012: 100,00 %","2008: 0 %
2009: 0 %
2010: 0 %
2011: 0 %
2012: 0 %","947528133","Activa","http://www.bodegasvalhondo.com","-","-","NO","Exporta","60.000 €","2 (año 2012)","2012","Negativo Consultar","Vadocondes"
"4177","Alcubilla Lopez Antonio","-",NA,NA,"-","1102 - Elaboración de vinos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Vadocondes"
"4201","Pomar Viñedos Sl","CAMINO CARRALACEÑA, S/N",0,0,"01/12/1999","1102 - Elaboración de vinos","A) SERVICIOS AGRICOLAS EN GENERAL. B) CULTIVO DE VINEDO, INCLUIDA SU ELABORACION Y TRANSFORMACION EN CALDOS Y VINOS. C) COMERCIALIZACION Y EXPLOTACION DE VINEDOS.","Menor de 300 mil €","2017: 
2018: 48,58 %
2019: -54,2 %","-","Administrador Único:  MIGUEL ANGEL P...","-","-","Activa","-","-","-","NO","No constan","30.052 €","-","-","Positivo Consultar","Valdezate"
"4207","Señorio De La Serna Sl  (extinguida)","CARRETERA NACIONAL 122 (KM 291)",0,0,"07/08/1996","1102 - Elaboración de vinos","LA ELABORACION, CRIANZA Y COMPRA VENTA DE VINOS.","Menor de 300 mil €","2013: 
2014: 5083,62 %
2015: -75,25 %","-","-","-","-","Extinguida","http://www.bodegadelaserna.com","-","-","NO","Exporta","1.274.100 €","-","-","Negativo Consultar","Valdezate"
"4225","Casado Alvides Sl","CALLE UNCADILLA, 3",41.68277821,-3.7416254,"09/04/2001","1102 - Elaboración de vinos","A. LA AGRICULTURA Y GANADERIA Y SERVICIOS AGRICOLAS Y GANADEROS. B. LA ELABORACION, CRIANZA Y COMERCIALIZACION DE VINOS Y BEBIDAS.","Menor de 300 mil €","2016: 
2017: 59,75 %
2018: 27,53 %","Menos de 5","2018: 0 %","2018: 100,00 %","947512053","Activa","http://www.alvides.com","Conoce nuestros vinos, nuestra bodega y comprueba de primera mano la calidad del vino que elaboramos desde tres generaciones -","https://www.facebook.com/bodegacasadoalvides/, https://www.facebook.com/bodegacasadoalvides/, https://twitter.com/alvidesribera?lang=es, https://twitter.com/alvidesribera?lang=es, https://www.instagram.com/bodegacasadoalvides/, https://www.instagram.com/bodegacasadoalvides, https://www.instagram.com/p/B_pdwq7JuOH/, https://www.instagram.com/p/B_Kghkgp_ki/, https://www.instagram.com/p/B-jdq1PJ9zm/, https://www.instagram.com/p/B9Ya3HQnQxu/, https://www.instagram.com/p/B8QK6COHz8q/, https://www.instagram.com/p/B6iZN3vnHzj/, https://www.instagram.com/p/B5rF4jSIrw3/, https://www.instagram.com/p/B4NHLKEo2gv/, https://www.instagram.com/p/B3eY2gIISIw/, https://www.instagram.com/bodegacasadoalvides, https://www.instagram.com/bodegacasadoalvides/","NO","No constan","90.000 €","1 (año 2018)","2018","Positivo Consultar","Villalba de Duero"
"4234","Tardeviñas Sl","CALLE ROLLO, 52",41.681541,-3.738435,"28/10/2009","1102 - Elaboración de vinos","COMPRA, ELABORACION, CRIANZA, EMBOTELLADO Y VENTA DE VINO. COMPRA, VENTA YTENENCIA DE TODA CLASE DE BIENES INMUEBLES.","Menor de 300 mil €","2017: 
2018: -16,16 %
2019: -19,57 %","-","Administrador: DIVERS INVERSIONES ESTUDIOS Y SERVICIOS SL
 FERNANDO R...: DIVERS INVERSIONES ESTUDIOS Y SERVICIOS SL","Administrador: Administrador
 FERNANDO R...: Administrador","-","Activa","-","-","-","NO","No constan","3.010 €","-","-","Negativo Consultar","Villalba de Duero"
"4235","A B Participaciones Industriales Sl","CARRETERA PALENCIA (KM 68)",41.681679,-3.743319,"28/07/2010","1102 - Elaboración de vinos","La elaboración de vinos y su comercialización y otros productos complementarios. La dirección y gestión de sus participaciones en sociedades y otras entidades","-","Administrador Único:  FEDERICO O...","-","-","-","-","Activa","-","-","-","NO","No constan","3.370.276 €","-","-","Positivo Consultar","Villalba de Duero"
"4288","Bodegas Muñoz Y Mazon Sl","CARRETERA BU-113 (FINCA LOS PALACIO), S/N",0,0,"20/05/2003","1102 - Elaboración de vinos","EL CULTIVO, ELABORACION, CRIANZA, ALMACENAJE, DISTRIBUCION Y COMPRAVENTA DE VINOS, ASI COMO SU EMBOTELLADO Y MANIPULACION, LA ELABORACION DE VINOS, MOSTOS, ALCOHOLES Y DEMAS DERIVADOS, EMBOTELLADO Y MANIPULACION HASTA SU","Menor de 300 mil €","2016: 
2017: 24,58 %
2018: -57,3 %","Menos de 5","2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %","2014: 0 %
2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %","-","Activa","-","-","-","NO","No constan","67.200 €","2 (año 2018)","2018","Positivo Consultar","Villatuelda"
"4291","Viña Tuelda Sl","CALLE LAS BODEGAS, 23",41.81589834,-3.87997606,"12/06/1998","1102 - Elaboración de vinos","A). LA ELABORACION, COMERCIALIZACION, CRIANZA Y RESERVA DE TODA CLASE DE VINOS CON UVA PROPIA O AJENA. B). LAS LABORES DE PLANTACION, SIEMBRA, CULTIVO, RECOLECCION, TRANSPORTE Y TRATAMIENTO AGRICOLA DE TIERRAS Y PRODUCTO","Menor de 300 mil €","2012: 
2013: -5,48 %
2014: 23,15 %","Menos de 5","2010: 100,00 %
2011: 100,00 %
2012: 100,00 %
2013: 100,00 %
2014: 100,00 %","2010: 0 %
2011: 0 %
2012: 0 %
2013: 0 %
2014: 0 %","-","Activa","-","-","-","NO","No constan","973.163,15 €","1 (año 2014)","2014","Negativo Consultar","Villatuelda"
"4304","Bodega Cooperativa San Andres De Zazuar","CARRETERA ARANDA SALAS (DE LOS INFANTES), S/N - KM 11",41.69451,-3.550775,"22/01/1967","1102 - Elaboración de vinos","Elaboración, crianza y comercialización de vinos","Entre 0,6 y 1,5 millones €","2014: 
2015: -42,75 %
2017: 7,38 %","Entre 5 y 25","2012: 100,00 %
2013: 100,00 %
2014: 100,00 %
2015: 100,00 %","2012: 0 %
2013: 0 %
2014: 0 %
2015: 0 %","947553233","Activa","http://www.vegazar.com","Bodega Cooperativa San Andrés vino, ribera, ribera de duero, vino de ribera de duero","https://www.facebook.com/vegazarribera/, https://www.instagram.com/vegazar_ribera/","NO","Exporta","206.556,93 €","5 (año 2018)","2018","Positivo Consultar","Zazuar"
