"Denominación_social";"Domicilio_social";"Latitud";"Longitud";"Fecha_constitución";"CNAE";"Objeto_social";"Tamaño_empresa_por_facturación";"Índice_crec_interanual_ventas";"Tamaño_empresa_por_empleados";"Empleo_fijo";"Empleo_temporal";"Teléfono";"Estado";"URL";"Metatag_descripción";"RRSS";"Cotización_en_bolsa";"Actividad_internacional";"Capital_social";"Empleados";"Empleados_año";"Resultado";"stringasfactor"
"Javier Camara Industrias Ganaderas S.l.";"POLIGONO INDUSTRIAL ALLENDE DE DUERO (CRTA VALLADOLID), S/N";41,670238;-3,711496;"27/01/1995";"2920 - Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques";"Fabricación de maquinaria y material ganadero destinado a la agricultura y a la ganadería.";"Entre 3 y 6 millones €";"2017: 
2018: 3,04 %
2019: -9,5 %";"Entre 25 y 50";"2015: 71,79 %
2016: 87,75 %
2017: 71,42 %
2018: 77,08 %
2019: 85,71 %";"2015: 28,20 %
2016: 12,24 %
2017: 28,57 %
2018: 22,91 %
2019: 14,28 %";"947512323";"Activa";"http://www.javiercamara.es";"Fabricación de equipos para el ganado ovino,  vacuno, caprino y porcino JAVIER CÁMARA INDUSTRIAS GANADERAS SL, equipos, ovino, vacuno, caprino, porcino, Aranda de Duero,  Burgos";"https://www.facebook.com/Javier-Camara-industrias-ganaderas-Sl-150954391626194, https://twitter.com/JavierCamaraIG";"NO";"Importa y Exporta";"192.320 €";"42 (año 2020)";"2020";"Positivo Consultar";FALSE
"Talleres Avelino Esgueva Sa";"AVENIDA COSTAJAN, 15";41,692462;-3,68483;"01/01/1985";"2893 - Fabricación de maquinaria para la industria de la alimentación, bebidas y tabaco";"Fabricación de máquinas y equipamiento para mataderos y salas de despiece.";"Entre 3 y 6 millones €";"2016: 
2017: -28,75 %
2018: 36,24 %
2019:  %";"Entre 25 y 50";"2014: 89,58 %
2015: 93,33 %
2016: 93,02 %
2017: 91,48 %
2018: 90,69 %";"2014: 10,41 %
2015: 6,66 %
2016: 6,97 %
2017: 8,51 %
2018: 9,30 %";"947510624";"Activa";"http://www.taesa-gi.com";"Instalaciones completas para industrias cárnicas. Máquinas y equipamento para mataderos y salas despiece. mataderos,porcino,ovino,bovino,accesorios,depuradoras,salas de despiece,industria cárnica";"";"NO";"No constan";"540.000 €";"43 (año 2020)";"2020";"Positivo Consultar";FALSE
"Pascual Agropecuario Sl (extinguida)";"CARRETERA PALENCIA, S/N";41,671797;-3,691922;"25/05/2010";"0142 - Explotación de otro ganado bovino y búfalos";"Explotación de ganado vacuno";"Entre 3 y 6 millones €";"2016: 
2017: 0,99 %
2018: -3,6 %";"Entre 5 y 25";"2014: 90,47 %
2015: 90,47 %
2016: 80,00 %
2017: 90,00 %
2018: 90,00 %";"2014: 9,52 %
2015: 9,52 %
2016: 20,00 %
2017: 10,00 %
2018: 10,00 %";"947529100";"Extinguida";"http://www.calidadpascual.com";"Damos lo mejor para el futuro de la alimentación -";"https://www.facebook.com/CalidadPascual?hc_location=timeline#!/CalidadPascual?hc_location=timeline, https://www.facebook.com/CalidadPascual?hc_location=timeline#!/CalidadPascual?hc_location=timeline, https://www.facebook.com/Pascual, https://www.facebook.com/CalidadPascual?hc_location=timeline#!/CalidadPascual?hc_location=timeline, https://twitter.com/pascual, https://twitter.com/pascual, https://twitter.com/pascual, https://twitter.com/pascual, https://www.instagram.com/pascual/, https://www.instagram.com/pascual/, https://www.instagram.com/pascual/?hl=es, https://www.instagram.com/pascual/?hl=es, https://www.instagram.com/pascual/, https://www.linkedin.com/company/calidad-pascual/, https://es.linkedin.com/company/calidad-pascual, https://www.linkedin.com/company/36162/, https://es.linkedin.com/company/calidad-pascual";"NO";"No constan";"1.950.972 €";"10 (año 2019)";"2019";"Positivo Consultar";FALSE
"Electro-sanz Hermanos Sl";"AVENIDA LUIS MATEOS, S/N";41,66384872;-3,69896688;"04/12/1987";"4511 - Venta de automóviles y vehículos de motor ligeros";"Venta de automóviles y vehículos de motor ligeros, marcas Seat y Volkswagen.";"Entre 3 y 6 millones €";"2017: 
2018: 11,12 %
2019: 10,54 %";"Entre 25 y 50";"2015: 95,83 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 96,42 %";"2015: 4,16 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 3,57 %";"947512513";"Activa";"http://www.electrosanzhermanos.com";"Electro-Sanz Hermanos, Aranda de Duero. Concesionario Oficial SEAT. Vehículos Nuevos. Vehículos de Ocasión. C/ Vendimia s/n Pol. Ind. Prado Marina Aranda de Duero. Tlf.: 947 51 25 13. seat, electrosanz, electrosanz hermanos, Aranda de Duero, burgos, prado marina, concesionario, km 0, venta, coches, empresa, industrial, Castilla y León, España, coches, segunda mano, vehículos, compra coches, ribera, duero, Roberto Estébanez";"";"NO";"No constan";"349.239,1 €";"27 (año 2020)";"2020";"Positivo Consultar";FALSE
"Carlos De Pedro Manso Sa";"POLIGONO INDUSTRIAL ALLENDE DE DUERO (AVDA. PORTUGAL), 68";41,670238;-3,711496;"23/03/1988";"4634 - Comercio al por mayor de bebidas";"Distribución de bebidas de todo tipo , como refrescos y bebidas alcohólicas";"Entre 3 y 6 millones €";"2017: 
2018: -0,17 %
2019: 6,66 %";"Entre 5 y 25";"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %";"2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %";"947505269";"Activa";"http://www.carlosdepedro.com";"- -";"";"NO";"No constan";"60.101,21 €";"12 (año 2020)";"2020";"Positivo Consultar";FALSE
"Chr Europa Gestion Y Construccion Sl.";"AVENIDA PORTUGAL, 14 - PG ALLENDEDUERO";41,66556338;-3,73342132;"19/01/1993";"4121 - Construcción de edificios residenciales";"Construccion, reformas y mantenimiento de edificios residenciales.";"Entre 6 y 30 millones €";"2017: 
2018: 194,01 %
2019: 112,85 %";"Entre 5 y 25";"2015: 80,00 %
2016: 28,57 %
2017: 25,00 %
2018: 23,52 %
2019: 14,81 %";"2015: 20,00 %
2016: 71,42 %
2017: 75,00 %
2018: 76,47 %
2019: 85,18 %";"947512377";"Activa";"-";"-";"-";"NO";"No constan";"60.000 €";"20 (año 2020)";"2020";"Positivo Consultar";FALSE
"Ventilacion Estructura Y Montajes Metalicos Sl";"CALLE SALAMANCA, 6 - Nº 6";41,66556098;-3,71594763;"19/07/1975";"4399 - Otras actividades de construcción especializada n.c.o.p.";"LA TRANSFORMACION, MANIPULACION, Y MONTAJE DE PRODUCTOS FERRICOS, ALUMINIOS Y DEMAS RAMAS DEL METAL, ASI COMO LA CONSTRUCCION, REPARACION Y CONSERVACION DE TODA CLASE DE OBRAS.";"Entre 3 y 6 millones €";"2017: 
2018: 20,58 %
2019: -6,77 %";"Entre 25 y 50";"2015: 100,00 %
2016: 100,00 %
2017: 55,88 %
2018: 47,50 %
2019: 58,14 %";"2015: 0 %
2016: 0 %
2017: 44,11 %
2018: 52,50 %
2019: 41,86 %";"947512012";"Activa";"http://www.vemsa.es";"VENTILACIÓN INDUSTRIAL, ESTRUCTURAS METÁLICAS, MONTAJES METÁLICOS, ILUMINACIÓN NATURAL - VEMSA. Estructuras metálicas, ventilación industrial, montajes metálicos, iluminación industrial. Estamos en Madrid, Burgos y Euskadi. Vemsa, Estrucutas metalicas, estructuras metálicas, ventilacion industrial, ventilación industrial, iluminación industrial, motaje estructuras metalicas,Estrucutas metalicas madrid, estructuras metálicas madrid, ventilacion industrial madrid, ventilación industrial madrid, iluminación industrial madrid, motaje estructuras metalicas madrid,Estrucutas metalicas burgos, estructuras metálicas burgos, ventilacion industrial burgos, ventilación industrial burgos, iluminación industrial burgos, motaje estructuras metalicas burgos, Estrucutas metalicas euskadi, estructuras metálicas euskadi, ventilacion industrial euskadi, ventilación industrial euskadi, iluminación industrial euskadi, motaje estructuras metalicas euskadi";"";"NO";"Importa y Exporta";"1.029.233,23 €";"43 (año 2019)";"2019";"Positivo Consultar";FALSE
"Solinox Montajes Industriales Sl.";"AVENIDA LUIS MATEOS (POL. INDUSTRIAL ALLEN DE DUERO), 98";41,664767;-3,704617;"04/12/2000";"4399 - Otras actividades de construcción especializada n.c.o.p.";"Instalaciones y montajes metalicos e industriales.";"Entre 3 y 6 millones €";"2017: 
2018: 9,97 %
2019: 2,94 %";"Entre 25 y 50";"2015: 64,51 %
2016: 58,33 %
2017: 52,50 %
2018: 48,88 %
2019: 46,80 %";"2015: 35,48 %
2016: 41,66 %
2017: 47,50 %
2018: 51,11 %
2019: 53,19 %";"947513537";"Activa";"http://www.solinox.com";"- -";"";"NO";"Exporta";"48.080 €";"41 (año 2020)";"2020";"Positivo Consultar";FALSE
"Alimentacion Allendeduero Sl.";"CALLE SAN FRANCISCO, 67 - BJ";41,67873891;-3,68523325;"29/04/2010";"4729 - Otro comercio al por menor de productos alimenticios en establecimientos especializados";"El comercio al por mayor de alimentos y bebidas.";"Entre 3 y 6 millones €";"2016: 
2017: -3,67 %
2018: -2,92 %";"Entre 5 y 25";"2016: 83,33 %
2017: 100,00 %
2018: 80,00 %";"2016: 16,66 %
2017: 0 %
2018: 20,00 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"3.020 €";"15 (año 2018)";"2018";"Negativo Consultar";FALSE
"Bodegas Peñalba Lopez Sl";"LUGAR TORREMILANOS, S/N - FINCA TORREMILANOS";41,679609;-3,704863;"31/12/1986";"1102 - Elaboración de vinos";"Elaboración, crianza, comercialización de vinos con denominación de origen, Ribera de Duero y Cava, además de explotación de hotel.";"Entre 3 y 6 millones €";"2016: 
2017: 19,29 %
2018: 2,33 %
2019:  %";"Entre 25 y 50";"2014: 87,50 %
2015: 86,84 %
2016: 79,48 %
2017: 80,48 %
2018: 80,48 %";"2014: 12,50 %
2015: 13,15 %
2016: 20,51 %
2017: 19,51 %
2018: 19,51 %";"947501381";"Activa";"http://www.torremilanos.com";"Descubre Finca Torremilanos. Más de un siglo de historia y respeto por nuestro viñedo, que cultivamos de manera biodinánica, dando lugar a unos vinos D.O Ribera del Duero únicos y especiales. Unos vinos biodinámicos Ribera del Duero que te sorprenderán -";"https://www.facebook.com/hoteltorremilanos/, https://www.instagram.com/torremilanos/";"NO";"Importa y Exporta";"3.960.571,97 €";"45 (año 2020)";"2020";"Positivo Consultar";FALSE
"Proyectos Estudios Y Asesoramiento 2009 Sl.";"AVENIDA MURILLO, 9 - BJ";41,66030955;-3,68769708;"28/01/2010";"7022 - Otras actividades de consultoría de gestión empresarial";"Servicios de asesoramiento a empresas en el ámbito de transporte";"Menor de 300 mil €";"2017: 
2018: -6,55 %
2019: -97,02 %";"Entre 5 y 25";"2015: 100,00 %
2016: 96,42 %
2017: 86,84 %
2018: 84,21 %
2019: 100,00 %";"2015: 0 %
2016: 3,57 %
2017: 13,15 %
2018: 15,78 %
2019: 0 %";"947511901";"Activa";"-";"-";"-";"NO";"No constan";"3.010 €";"20 (año 2020)";"2020";"Negativo Consultar";FALSE
"Mecanizados Aranda Sl";"CALLE BEMPOSTA, 3";41,671731;-3,707238;"29/07/1994";"2849 - Fabricación de otras máquinas herramienta";"Fabricación y mecanizado de otras máquinas herramienta, principalmente de precisión.";"Entre 3 y 6 millones €";"2016: 
2017: 9,29 %
2018: 2,08 %
2019:  %";"Entre 25 y 50";"2014: 96,97 %
2015: 90,00 %
2016: 80,55 %
2017: 97,67 %
2018: 93,02 %";"2014: 3,03 %
2015: 10,00 %
2016: 19,44 %
2017: 2,32 %
2018: 6,97 %";"947500944";"Activa";"http://www.mecanizadosaranda.com";"Mecanizados Aranda, empresa dedicada al mecanizado de precisión y construcción y reparación de maquinaria industrial. Mecanizados Aranda, Aranda de Duero, Mecanizados de precisión, torno, fresa, rectificado, electroerosión";"";"NO";"Importa y Exporta";"246.000 €";"40 (año 2020)";"2020";"Positivo Consultar";FALSE
"Revicar Logistica Sl.";"AVENIDA PORTUGAL, 23";41,66624954;-3,7267965;"28/02/2013";"4941 - Transporte de mercancías por carretera";"Transporte de mercancías paletizada por carretera.";"Entre 3 y 6 millones €";"2017: 
2018: -3,15 %
2019: 9,07 %";"Entre 25 y 50";"2015: 88,00 %
2016: 82,14 %
2017: 93,33 %
2018: 93,54 %
2019: 79,41 %";"2015: 12,00 %
2016: 17,85 %
2017: 6,66 %
2018: 6,45 %
2019: 20,58 %";"947538064";"Activa";"http://www.revicar.es";"Empresa puntera de logística en Aranda de Duero -";"";"NO";"No constan";"936.318 €";"30 (año 2020)";"2020";"Positivo Consultar";FALSE
"Agroquimica Domingo Sl";"AVENIDA VALLADOLID (POL. INDUSTRIAL ALLENDE DE DUERO), PARC. 145 B";41,67307565;-3,69815715;"26/12/2005";"4611 - Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados";"Productos fitosanitarios";"Entre 3 y 6 millones €";"2017: 
2018: 1,24 %
2019: -2,19 %";"Menos de 5";"2015: 80,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %";"2015: 20,00 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %";"947500720";"Activa";"http://www.agroquimicadomingo.es";"Tienda creada con PrestaShop ";"";"NO";"No constan";"6.000 €";"3 (año 2020)";"2020";"Positivo Consultar";FALSE
"Arveloz Logistica Sl";"AVENIDA PORTUGAL, 53";41,66858;-3,707194;"05/11/2007";"4941 - Transporte de mercancías por carretera";"Servicios de logística y transporte nacional de mercancías por carretera.";"Entre 3 y 6 millones €";"2016: 
2017: 1,79 %
2018: 4,43 %
2019:  %";"Entre 5 y 25";"2014: 100,00 %
2015: 88,88 %
2016: 76,19 %
2017: 79,16 %
2018: 76,92 %";"2014: 0 %
2015: 11,11 %
2016: 23,81 %
2017: 20,83 %
2018: 23,07 %";"947507289";"Activa";"http://www.arveloz.com";"Arveloz Logística S.L. -";"https://twitter.com/ArvelozL, https://twitter.com/ArvelozL, https://twitter.com/ArvelozL";"NO";"No constan";"460.000 €";"20 (año 2020)";"2020";"Positivo Consultar";FALSE
"Rodamientos Duero Sl";"AVENIDA MONTECILLO (PG INDUSTRIAL), 10 - PARC. 24 NAVE 6";41,671516;-3,710037;"28/01/1984";"4531 - Comercio al por mayor de repuestos y accesorios de vehículos de motor";"Distribución de suministros industriales y venta al menor de repuestos para maquinaria agrícola";"Entre 3 y 6 millones €";"2016: 
2017: 10,55 %
2018: -1,19 %";"Entre 5 y 25";"2014: 100,00 %
2015: 93,75 %
2016: 92,85 %
2017: 93,75 %
2018: 86,66 %";"2014: 0 %
2015: 6,25 %
2016: 7,14 %
2017: 6,25 %
2018: 13,33 %";"947505001";"Activa";"http://www.rodamientosduero.com";"- -";"";"NO";"Importa";"195.000,46 €";"16 (año 2020)";"2020";"Positivo Consultar";FALSE
"Arpape Sl";"AVENIDA LUIS MATEOS (POL. INDUSTRIAL ALLENDEDUERO), Nº 88";41,66384872;-3,69896688;"01/01/1973";"0812 - Extracción de gravas y arenas; extracción de arcilla y caolín";"Extracción de arenas, gravas y comercialización de hormigones.";"Entre 3 y 6 millones €";"2016: 
2017: 6,43 %
2018: 4,39 %
2019:  %";"Entre 25 y 50";"2014: 84,84 %
2015: 83,87 %
2016: 75,75 %
2017: 66,66 %
2018: 72,22 %";"2014: 15,15 %
2015: 16,12 %
2016: 24,24 %
2017: 33,33 %
2018: 27,77 %";"947502216";"Activa";"http://www.arpape.com";"Constructora, Hormigones, Aridos, Prefabricados, Forjados de edificación, Ferralla, Excavaciones, Transportes, Aglomerado Asfáltico y Grava-Cemento - Aranda de Duero (Burgos) aranda de duero,burgos,constructora,áridos,Aglomerado Asfáltico y Grava-Cemento,hormigones,excavaciones y transportes,Forjados de edificación,prefabricados,ferralla";"https://www.facebook.com/arpapesl, https://twitter.com/ARPAPE1, https://www.linkedin.com/company/arpape-s-l-";"NO";"No constan";"127.324,41 €";"35 (año 2020)";"2020";"Positivo Consultar";FALSE
"Musatesa Sl.";"AVENIDA CASTILLA, 66 - PISO 6 A";41,66176169;-3,69206703;"31/07/2013";"4941 - Transporte de mercancías por carretera";"Transporte de mercancías por carretera y actividades auxiliares de operadorde transporte";"Entre 3 y 6 millones €";"2016: 
2017: 6,94 %
2018: 0,65 %";"Entre 5 y 25";"2014: 70,00 %
2015: 100,00 %
2016: 100,00 %
2017: 92,00 %
2018: 100,00 %";"2014: 30,00 %
2015: 0 %
2016: 0 %
2017: 8,00 %
2018: 0 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"330.000 €";"23 (año 2018)";"2018";"Positivo Consultar";FALSE
"Grupo Gerardo De La Calle Sl.";"CARRETERA PALENCIA (KM 2,8)";41,67179731;-3,69192201;"22/06/2011";"6612 - Actividades de intermediación en operaciones con valores y otros activos";"Servicios administrativos del grupo.";"Entre 3 y 6 millones €";"2016: 
2017: 98,26 %
2018: 20,66 %";"Entre 5 y 25";"2014: 100,00 %
2015: 100,00 %
2016: 92,30 %
2017: 92,85 %
2018: 92,85 %";"2014: 0 %
2015: 0 %
2016: 7,69 %
2017: 7,14 %
2018: 7,14 %";"947504600";"Activa";"http://www.grupogerardodelacalle.com";"- Grupo Industrial Gerardo de la calle, artepref, desarrollos industriales prado marina, hormigones y excavaciones, suelo industrial, prefabricados de hormigón, hormigones, excavaciones, suelo industrial, áridos, calferman";"";"NO";"No constan";"1.555.968 €";"14 (año 2019)";"2019";"Positivo Consultar";FALSE
"Suministros Industriales Herrera Sa";"CALLE VALLADOLID (PG ALLENDE DUERO), PARC 18";41,668553;-3,69979;"06/05/1983";"7732 - Alquiler de maquinaria y equipo para la construcción e ingeniería civil";"COMERCIO MENOR DE MAQUINARIA";"Entre 3 y 6 millones €";"2016: 
2017: 0,36 %
2018: 5,64 %";"Entre 5 y 25";"2014: 100,00 %
2015: 90,90 %
2016: 83,33 %
2017: 90,90 %
2018: 91,66 %";"2014: 0 %
2015: 9,09 %
2016: 16,66 %
2017: 9,09 %
2018: 8,33 %";"947546400";"Activa";"http://www.suministrosherrera.es";"Venta y alquiler de maquinario de obras publicas suministros industriales,ferreterÃ­a,alquiler y venta de maquinaria,venta y alquiler de maquinaria, maquinaria de construcciÃ³n, maquinaria de contrucciÃ³n y obras pÃºblicas, plataformas aÃ©reas, plataformas elevadoras";"";"NO";"No constan";"60.101,21 €";"11 (año 2019)";"2019";"Positivo Consultar";FALSE
"Neumaticos Sualdea Sl";"POLIGONO INDUSTRIAL ALLENDE DE DUERO, 130";41,670238;-3,711496;"12/06/1990";"4532 - Comercio al por menor de repuestos y accesorios de vehículos de motor";"Comercio al por menor de accesorios para vehículos de motor, principalmente neumáticos y gestión de taller de reparación de vehículos.";"Entre 1,5 y 3 millones €";"2017: 
2018: 11,46 %
2019: -5,59 %";"Entre 5 y 25";"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 82,35 %";"2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 17,64 %";"947509317";"Activa";"-";"-";"-";"NO";"No constan";"6.010,12 €";"16 (año 2020)";"2020";"Positivo Consultar";FALSE
"Centro De Viajeros Sa";"CALLE ISILLA, 13 - 17";41,67125584;-3,68650215;"17/10/1978";"5610 - Restaurantes y puestos de comidas";"Explotación de restaurante-cafetería";"Entre 1,5 y 3 millones €";"2017: 
2018: 3,6 %
2019: 1,77 %";"Entre 25 y 50";"2015: 90,00 %
2016: 81,25 %
2017: 75,67 %
2018: 76,92 %
2019: 76,92 %";"2015: 10,00 %
2016: 18,75 %
2017: 24,32 %
2018: 23,07 %
2019: 23,07 %";"947506011";"Activa";"http://www.tudanca.com";"- -";"";"NO";"No constan";"480.809,68 €";"37 (año 2020)";"2020";"Positivo Consultar";FALSE
"Dialco Aranda Sl";"AVENIDA PORTUGAL, 21";41,66638324;-3,72547922;"25/04/1989";"4638 - Comercio al por mayor de pescados, mariscos y otros productos alimenticios";"Comercio al por mayor de pescados y mariscos en general.";"Entre 1,5 y 3 millones €";"2016: 
2017: 3,64 %
2018: 1,87 %
2019:  %";"Entre 5 y 25";"2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %";"2014: 0 %
2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %";"947500028";"Activa";"http://www.tudis.com";" -";"";"NO";"Importa";"30.050,61 €";"10 (año 2020)";"2020";"Positivo Consultar";FALSE
"Agrotecnica Del Duero Sl";"AVENIDA FERIAL, 6";41,67332037;-3,68409803;"22/07/1994";"4621 - Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales";"Comercio al por mayor de productos fitosanitarios y botellas y cajas de cartón";"Entre 1,5 y 3 millones €";"2017: 
2018: -3,38 %
2019: 4,57 %";"Entre 5 y 25";"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 90,00 %
2019: 90,00 %";"2015: 0 %
2016: 0 %
2017: 0 %
2018: 10,00 %
2019: 10,00 %";"947502114";"Activa";"http://www.agrotecnicadelduero.com";"- -";"";"NO";"No constan";"3.065,1 €";"11 (año 2020)";"2020";"Positivo Consultar";FALSE
"Iglevesa Sa";"AVENIDA COSTAJAN, 9 - 9";41,691695;-3,685678;"19/12/1975";"4941 - Transporte de mercancías por carretera";"Transporte nacional e internacional de mercancías";"Entre 1,5 y 3 millones €";"2016: 
2017: 4,84 %
2018: 10,93 %
2019:  %";"Entre 25 y 50";"2016: 100,00 %
2018: 100,00 %";"2016: 0 %
2018: 0 %";"947503712";"Activa";"-";"-";"-";"NO";"Importa y Exporta";"112.894,11 €";"36 (año 2020)";"2020";"Positivo Consultar";FALSE
"Lucio Mozo Sl";"AVENIDA PORTUGAL, PARC. 81";41,664894;-3,739271;"01/01/1989";"2512 - Fabricación de carpintería metálica";"Servicios carpintería metálica de todo tipo.";"Entre 1,5 y 3 millones €";"2017: 
2018: 22,75 %
2019: -18,68 %";"Entre 25 y 50";"2015: 88,23 %
2016: 85,00 %
2017: 85,00 %
2018: 86,95 %
2019: 85,71 %";"2015: 11,76 %
2016: 15,00 %
2017: 15,00 %
2018: 13,04 %
2019: 14,28 %";"947509857";"Activa";"http://www.luciomozo.com";"Empresa dedicada al mantenimiento industrial, carpintería metálica, construcción y mecanizado de alta precisión. Distribuidor oficial de Carburos Metálicos -";"";"NO";"Importa y Exporta";"28.848,58 €";"25 (año 2020)";"2020";"Positivo Consultar";FALSE
